Country,Year,Month,Events,Fatalities
South Sudan,2018,December,42,36
South Sudan,2019,January,48,530
South Sudan,2019,February,34,48
South Sudan,2019,March,37,93
South Sudan,2019,April,25,53
South Sudan,2019,May,24,43
South Sudan,2019,June,18,28
South Sudan,2019,July,19,26
South Sudan,2019,August,29,79
South Sudan,2019,September,22,14
South Sudan,2019,October,11,9
South Sudan,2019,November,25,18
South Sudan,2019,December,20,22
South Sudan,2020,January,25,21
South Sudan,2020,February,34,37
South Sudan,2020,March,39,32
South Sudan,2020,April,42,71
South Sudan,2020,May,43,58
South Sudan,2020,June,29,79
South Sudan,2020,July,49,165
South Sudan,2020,August,25,31
South Sudan,2020,September,23,45
South Sudan,2020,October,22,24
South Sudan,2020,November,40,70
South Sudan,2020,December,69,72
South Sudan,2021,January,92,104
South Sudan,2021,February,113,179
South Sudan,2021,March,130,217
South Sudan,2021,April,70,171
South Sudan,2021,May,117,282
South Sudan,2021,June,75,100
South Sudan,2021,July,79,239
South Sudan,2021,August,72,97
South Sudan,2021,September,53,54
South Sudan,2021,October,59,59
South Sudan,2021,November,65,95
South Sudan,2021,December,97,170
South Sudan,2022,January,63,60
South Sudan,2022,February,80,77
South Sudan,2022,March,94,132
South Sudan,2022,April,107,341
South Sudan,2022,May,76,121
South Sudan,2022,June,65,148
South Sudan,2022,July,55,126
South Sudan,2022,August,62,61
South Sudan,2022,September,59,65
South Sudan,2022,October,92,106
South Sudan,2022,November,106,325
South Sudan,2022,December,114,198
South Sudan,2023,January,121,303
South Sudan,2023,February,92,176
South Sudan,2023,March,80,167
South Sudan,2023,April,87,150
South Sudan,2023,May,76,97
South Sudan,2023,June,60,92
South Sudan,2023,July,64,109
South Sudan,2023,August,92,114
South Sudan,2023,September,58,83
South Sudan,2023,October,71,70
South Sudan,2023,November,67,70
South Sudan,2023,December,51,54
South Sudan,2024,January,57,111
South Sudan,2024,February,69,103
South Sudan,2024,March,55,110
South Sudan,2024,April,60,121
South Sudan,2024,May,55,73
South Sudan,2024,June,72,85
South Sudan,2024,July,65,86
South Sudan,2024,August,59,86
South Sudan,2024,September,41,54
South Sudan,2024,October,39,101
South Sudan,2024,November,58,34
South Sudan,2024,December,73,73
South Sudan,2025,January,73,93
South Sudan,2025,February,57,87
South Sudan,2025,March,79,93
South Sudan,2025,April,59,85
South Sudan,2025,May,87,105
South Sudan,2025,June,99,79
South Sudan,2025,July,94,98
South Sudan,2025,August,85,84
South Sudan,2025,September,61,55
South Sudan,2025,October,51,33
South Sudan,2025,November,48,135
South Sudan,2025,December,59,104
South Sudan,2026,January,45,58
South Sudan,2026,February,43,105
South Sudan,2026,March,55,114
South Sudan,2026,April,16,17
Sudan,1997,January,7,307
Sudan,1997,February,0,0
Sudan,1997,March,2,0
Sudan,1997,April,4,0
Sudan,1997,May,1,3
Sudan,1997,June,2,144
Sudan,1997,July,3,6
Sudan,1997,August,2,4
Sudan,1997,September,1,1
Sudan,1997,October,1,23
Sudan,1997,November,4,5
Sudan,1997,December,1,0
Sudan,1998,January,1,10
Sudan,1998,February,1,21
Sudan,1998,March,2,23
Sudan,1998,April,4,75
Sudan,1998,May,9,277
Sudan,1998,June,4,5
Sudan,1998,July,0,0
Sudan,1998,August,2,2
Sudan,1998,September,5,6
Sudan,1998,October,0,0
Sudan,1998,November,1,2
Sudan,1998,December,4,6
Sudan,1999,January,2,6
Sudan,1999,February,7,48
Sudan,1999,March,1,3
Sudan,1999,April,5,0
Sudan,1999,May,9,37
Sudan,1999,June,3,15
Sudan,1999,July,4,10
Sudan,1999,August,1,0
Sudan,1999,September,3,5
Sudan,1999,October,1,0
Sudan,1999,November,2,1
Sudan,1999,December,0,0
Sudan,2000,January,2,8
Sudan,2000,February,4,17
Sudan,2000,March,17,29
Sudan,2000,April,4,2
Sudan,2000,May,4,0
Sudan,2000,June,3,8
Sudan,2000,July,9,12
Sudan,2000,August,12,20
Sudan,2000,September,3,1
Sudan,2000,October,10,1
Sudan,2000,November,10,47
Sudan,2000,December,5,27
Sudan,2001,January,4,21
Sudan,2001,February,1,7
Sudan,2001,March,0,0
Sudan,2001,April,6,1
Sudan,2001,May,5,6
Sudan,2001,June,7,6
Sudan,2001,July,7,6
Sudan,2001,August,2,0
Sudan,2001,September,3,8
Sudan,2001,October,4,21
Sudan,2001,November,7,5
Sudan,2001,December,1,0
Sudan,2002,January,3,0
Sudan,2002,February,3,3
Sudan,2002,March,1,0
Sudan,2002,April,30,578
Sudan,2002,May,14,653
Sudan,2002,June,7,67
Sudan,2002,July,3,20
Sudan,2002,August,7,11
Sudan,2002,September,10,65
Sudan,2002,October,4,18
Sudan,2002,November,3,8
Sudan,2002,December,6,83
Sudan,2003,January,1,2
Sudan,2003,February,0,0
Sudan,2003,March,3,4
Sudan,2003,April,1,55
Sudan,2003,May,7,15
Sudan,2003,June,2,0
Sudan,2003,July,22,676
Sudan,2003,August,15,1355
Sudan,2003,September,6,172
Sudan,2003,October,12,323
Sudan,2003,November,26,477
Sudan,2003,December,16,541
Sudan,2004,January,36,2256
Sudan,2004,February,34,573
Sudan,2004,March,32,446
Sudan,2004,April,20,262
Sudan,2004,May,25,579
Sudan,2004,June,26,594
Sudan,2004,July,44,695
Sudan,2004,August,31,238
Sudan,2004,September,22,332
Sudan,2004,October,34,87
Sudan,2004,November,36,280
Sudan,2004,December,25,79
Sudan,2005,January,29,343
Sudan,2005,February,16,53
Sudan,2005,March,21,14
Sudan,2005,April,13,48
Sudan,2005,May,17,43
Sudan,2005,June,8,1
Sudan,2005,July,14,26
Sudan,2005,August,9,59
Sudan,2005,September,29,164
Sudan,2005,October,9,39
Sudan,2005,November,16,54
Sudan,2005,December,14,59
Sudan,2006,January,4,8
Sudan,2006,February,5,18
Sudan,2006,March,4,31
Sudan,2006,April,3,20
Sudan,2006,May,5,122
Sudan,2006,June,8,20
Sudan,2006,July,11,91
Sudan,2006,August,9,12
Sudan,2006,September,7,1
Sudan,2006,October,14,216
Sudan,2006,November,27,238
Sudan,2006,December,14,151
Sudan,2007,January,8,36
Sudan,2007,February,5,19
Sudan,2007,March,5,121
Sudan,2007,April,9,140
Sudan,2007,May,6,63
Sudan,2007,June,1,1
Sudan,2007,July,2,400
Sudan,2007,August,4,212
Sudan,2007,September,5,1
Sudan,2007,October,12,114
Sudan,2007,November,3,5
Sudan,2007,December,3,29
Sudan,2008,January,9,6
Sudan,2008,February,18,233
Sudan,2008,March,9,6
Sudan,2008,April,17,20
Sudan,2008,May,14,54
Sudan,2008,June,14,22
Sudan,2008,July,9,74
Sudan,2008,August,11,245
Sudan,2008,September,7,16
Sudan,2008,October,5,23
Sudan,2008,November,3,10
Sudan,2008,December,5,202
Sudan,2009,January,21,159
Sudan,2009,February,9,8
Sudan,2009,March,17,40
Sudan,2009,April,7,21
Sudan,2009,May,15,10
Sudan,2009,June,5,4
Sudan,2009,July,12,6
Sudan,2009,August,15,60
Sudan,2009,September,9,5
Sudan,2009,October,19,53
Sudan,2009,November,9,35
Sudan,2009,December,7,13
Sudan,2010,January,1,0
Sudan,2010,February,3,0
Sudan,2010,March,8,10
Sudan,2010,April,10,14
Sudan,2010,May,17,27
Sudan,2010,June,16,30
Sudan,2010,July,11,33
Sudan,2010,August,5,15
Sudan,2010,September,11,117
Sudan,2010,October,6,12
Sudan,2010,November,4,4
Sudan,2010,December,8,13
Sudan,2011,January,13,124
Sudan,2011,February,14,115
Sudan,2011,March,13,113
Sudan,2011,April,10,126
Sudan,2011,May,15,204
Sudan,2011,June,14,603
Sudan,2011,July,1,3
Sudan,2011,August,2,6
Sudan,2011,September,9,36
Sudan,2011,October,2,0
Sudan,2011,November,2,11
Sudan,2011,December,3,0
Sudan,2012,January,5,3
Sudan,2012,February,4,0
Sudan,2012,March,5,3
Sudan,2012,April,5,9
Sudan,2012,May,15,6
Sudan,2012,June,20,4
Sudan,2012,July,39,42
Sudan,2012,August,39,24
Sudan,2012,September,39,144
Sudan,2012,October,55,19
Sudan,2012,November,69,76
Sudan,2012,December,63,41
Sudan,2013,January,46,46
Sudan,2013,February,20,71
Sudan,2013,March,39,22
Sudan,2013,April,39,82
Sudan,2013,May,49,187
Sudan,2013,June,32,45
Sudan,2013,July,26,38
Sudan,2013,August,34,47
Sudan,2013,September,52,167
Sudan,2013,October,70,62
Sudan,2013,November,47,86
Sudan,2013,December,40,85
Sudan,2014,January,59,57
Sudan,2014,February,55,140
Sudan,2014,March,91,304
Sudan,2014,April,54,63
Sudan,2014,May,77,45
Sudan,2014,June,82,74
Sudan,2014,July,69,66
Sudan,2014,August,58,58
Sudan,2014,September,46,31
Sudan,2014,October,53,43
Sudan,2014,November,44,49
Sudan,2014,December,76,55
Sudan,2015,January,117,137
Sudan,2015,February,69,121
Sudan,2015,March,57,134
Sudan,2015,April,86,147
Sudan,2015,May,92,67
Sudan,2015,June,54,93
Sudan,2015,July,70,103
Sudan,2015,August,45,36
Sudan,2015,September,38,27
Sudan,2015,October,53,33
Sudan,2015,November,55,53
Sudan,2015,December,63,59
Sudan,2016,January,68,232
Sudan,2016,February,59,88
Sudan,2016,March,33,52
Sudan,2016,April,64,131
Sudan,2016,May,55,53
Sudan,2016,June,72,65
Sudan,2016,July,43,36
Sudan,2016,August,67,67
Sudan,2016,September,81,65
Sudan,2016,October,62,34
Sudan,2016,November,57,35
Sudan,2016,December,54,37
Sudan,2017,January,47,35
Sudan,2017,February,38,29
Sudan,2017,March,33,45
Sudan,2017,April,34,56
Sudan,2017,May,36,57
Sudan,2017,June,43,39
Sudan,2017,July,30,36
Sudan,2017,August,31,18
Sudan,2017,September,27,29
Sudan,2017,October,47,39
Sudan,2017,November,28,16
Sudan,2017,December,25,9
Sudan,2018,January,21,9
Sudan,2018,February,20,27
Sudan,2018,March,22,23
Sudan,2018,April,28,35
Sudan,2018,May,23,16
Sudan,2018,June,36,31
Sudan,2018,July,35,22
Sudan,2018,August,15,17
Sudan,2018,September,31,11
Sudan,2018,October,41,74
Sudan,2018,November,30,17
Sudan,2018,December,28,43
Sudan,2019,January,35,20
Sudan,2019,February,20,9
Sudan,2019,March,31,26
Sudan,2019,April,21,19
Sudan,2019,May,24,14
Sudan,2019,June,32,162
Sudan,2019,July,35,29
Sudan,2019,August,21,17
Sudan,2019,September,14,21
Sudan,2019,October,35,10
Sudan,2019,November,41,29
Sudan,2019,December,38,63
Sudan,2020,January,24,68
Sudan,2020,February,18,8
Sudan,2020,March,18,27
Sudan,2020,April,23,30
Sudan,2020,May,30,43
Sudan,2020,June,29,38
Sudan,2020,July,34,62
Sudan,2020,August,18,10
Sudan,2020,September,18,20
Sudan,2020,October,19,31
Sudan,2020,November,15,13
Sudan,2020,December,29,27
Sudan,2021,January,49,117
Sudan,2021,February,30,29
Sudan,2021,March,33,30
Sudan,2021,April,24,26
Sudan,2021,May,28,41
Sudan,2021,June,36,28
Sudan,2021,July,42,53
Sudan,2021,August,39,42
Sudan,2021,September,32,20
Sudan,2021,October,42,59
Sudan,2021,November,47,66
Sudan,2021,December,58,83
Sudan,2022,January,68,50
Sudan,2022,February,51,46
Sudan,2022,March,63,78
Sudan,2022,April,35,96
Sudan,2022,May,68,52
Sudan,2022,June,68,75
Sudan,2022,July,63,25
Sudan,2022,August,39,44
Sudan,2022,September,41,28
Sudan,2022,October,51,62
Sudan,2022,November,66,40
Sudan,2022,December,57,45
Sudan,2023,January,66,53
Sudan,2023,February,70,44
Sudan,2023,March,40,56
Sudan,2023,April,100,186
Sudan,2023,May,148,364
Sudan,2023,June,149,681
Sudan,2023,July,153,300
Sudan,2023,August,139,262
Sudan,2023,September,165,413
Sudan,2023,October,160,378
Sudan,2023,November,135,763
Sudan,2023,December,153,426
Sudan,2024,January,131,312
Sudan,2024,February,199,469
Sudan,2024,March,154,320
Sudan,2024,April,202,360
Sudan,2024,May,182,340
Sudan,2024,June,141,537
Sudan,2024,July,127,286
Sudan,2024,August,210,414
Sudan,2024,September,191,436
Sudan,2024,October,345,1278
Sudan,2024,November,274,923
Sudan,2024,December,239,862
Sudan,2025,January,272,751
Sudan,2025,February,227,805
Sudan,2025,March,199,573
Sudan,2025,April,128,720
Sudan,2025,May,142,477
Sudan,2025,June,132,308
Sudan,2025,July,92,206
Sudan,2025,August,106,300
Sudan,2025,September,63,120
Sudan,2025,October,106,2287
Sudan,2025,November,76,121
Sudan,2025,December,103,497
Sudan,2026,January,115,441
Sudan,2026,February,84,208
Sudan,2026,March,98,477
Sudan,2026,April,36,71
Syria,2017,January,726,1973
Syria,2017,February,645,1949
Syria,2017,March,706,1808
Syria,2017,April,831,2074
Syria,2017,May,584,1688
Syria,2017,June,660,1608
Syria,2017,July,655,1306
Syria,2017,August,611,1488
Syria,2017,September,778,1924
Syria,2017,October,552,1624
Syria,2017,November,699,1452
Syria,2017,December,491,699
Syria,2018,January,782,1379
Syria,2018,February,800,2003
Syria,2018,March,734,2107
Syria,2018,April,535,774
Syria,2018,May,269,435
Syria,2018,June,322,642
Syria,2018,July,370,1168
Syria,2018,August,318,481
Syria,2018,September,252,241
Syria,2018,October,186,261
Syria,2018,November,241,379
Syria,2018,December,191,179
Syria,2019,January,217,200
Syria,2019,February,311,347
Syria,2019,March,352,438
Syria,2019,April,433,499
Syria,2019,May,428,496
Syria,2019,June,266,382
Syria,2019,July,413,482
Syria,2019,August,247,313
Syria,2019,September,184,123
Syria,2019,October,312,352
Syria,2019,November,296,375
Syria,2019,December,206,323
Syria,2020,January,248,351
Syria,2020,February,206,318
Syria,2020,March,142,163
Syria,2020,April,158,148
Syria,2020,May,174,126
Syria,2020,June,162,121
Syria,2020,July,172,139
Syria,2020,August,208,159
Syria,2020,September,179,122
Syria,2020,October,199,146
Syria,2020,November,170,127
Syria,2020,December,186,84
Syria,2021,January,221,130
Syria,2021,February,230,154
Syria,2021,March,224,201
Syria,2021,April,180,113
Syria,2021,May,224,125
Syria,2021,June,196,148
Syria,2021,July,199,146
Syria,2021,August,196,134
Syria,2021,September,209,123
Syria,2021,October,191,107
Syria,2021,November,193,111
Syria,2021,December,238,145
Syria,2022,January,200,120
Syria,2022,February,185,126
Syria,2022,March,212,105
Syria,2022,April,204,131
Syria,2022,May,198,96
Syria,2022,June,190,102
Syria,2022,July,259,104
Syria,2022,August,227,123
Syria,2022,September,180,124
Syria,2022,October,162,81
Syria,2022,November,184,94
Syria,2022,December,193,115
Syria,2023,January,229,88
Syria,2023,February,151,174
Syria,2023,March,230,183
Syria,2023,April,218,241
Syria,2023,May,189,83
Syria,2023,June,215,98
Syria,2023,July,231,95
Syria,2023,August,259,144
Syria,2023,September,246,77
Syria,2023,October,311,157
Syria,2023,November,244,104
Syria,2023,December,246,137
Syria,2024,January,195,87
Syria,2024,February,186,99
Syria,2024,March,220,182
Syria,2024,April,209,105
Syria,2024,May,209,75
Syria,2024,June,242,103
Syria,2024,July,245,88
Syria,2024,August,231,99
Syria,2024,September,223,89
Syria,2024,October,220,82
Syria,2024,November,223,112
Syria,2024,December,418,696
Syria,2025,January,548,541
Syria,2025,February,328,329
Syria,2025,March,505,2161
Syria,2025,April,342,309
Syria,2025,May,362,248
Syria,2025,June,255,238
Syria,2025,July,258,245
Syria,2025,August,277,194
Syria,2025,September,279,171
Syria,2025,October,244,154
Syria,2025,November,188,112
Syria,2025,December,194,128
Syria,2026,January,208,281
Syria,2026,February,167,104
Syria,2026,March,176,97
Syria,2026,April,104,76
Venezuela,2018,January,86,84
Venezuela,2018,February,133,167
Venezuela,2018,March,85,116
Venezuela,2018,April,94,117
Venezuela,2018,May,89,111
Venezuela,2018,June,77,116
Venezuela,2018,July,69,88
Venezuela,2018,August,63,107
Venezuela,2018,September,57,79
Venezuela,2018,October,67,105
Venezuela,2018,November,91,114
Venezuela,2018,December,59,58
Venezuela,2019,January,120,165
Venezuela,2019,February,106,149
Venezuela,2019,March,102,102
Venezuela,2019,April,130,171
Venezuela,2019,May,122,148
Venezuela,2019,June,126,130
Venezuela,2019,July,91,135
Venezuela,2019,August,105,123
Venezuela,2019,September,93,91
Venezuela,2019,October,134,138
Venezuela,2019,November,85,104
Venezuela,2019,December,102,127
Venezuela,2020,January,114,151
Venezuela,2020,February,102,108
Venezuela,2020,March,85,105
Venezuela,2020,April,68,67
Venezuela,2020,May,99,112
Venezuela,2020,June,76,89
Venezuela,2020,July,38,38
Venezuela,2020,August,38,39
Venezuela,2020,September,34,26
Venezuela,2020,October,39,36
Venezuela,2020,November,51,49
Venezuela,2020,December,68,50
Venezuela,2021,January,67,74
Venezuela,2021,February,43,41
Venezuela,2021,March,57,51
Venezuela,2021,April,36,44
Venezuela,2021,May,49,55
Venezuela,2021,June,54,51
Venezuela,2021,July,67,69
Venezuela,2021,August,42,40
Venezuela,2021,September,57,52
Venezuela,2021,October,36,35
Venezuela,2021,November,35,33
Venezuela,2021,December,43,52
Venezuela,2022,January,45,38
Venezuela,2022,February,25,32
Venezuela,2022,March,45,36
Venezuela,2022,April,24,17
Venezuela,2022,May,26,23
Venezuela,2022,June,17,19
Venezuela,2022,July,40,41
Venezuela,2022,August,19,23
Venezuela,2022,September,28,20
Venezuela,2022,October,28,25
Venezuela,2022,November,24,20
Venezuela,2022,December,30,24
Venezuela,2023,January,29,27
Venezuela,2023,February,25,27
Venezuela,2023,March,24,23
Venezuela,2023,April,21,12
Venezuela,2023,May,22,20
Venezuela,2023,June,23,17
Venezuela,2023,July,26,24
Venezuela,2023,August,31,28
Venezuela,2023,September,20,14
Venezuela,2023,October,20,17
Venezuela,2023,November,15,17
Venezuela,2023,December,21,27
Venezuela,2024,January,22,20
Venezuela,2024,February,23,20
Venezuela,2024,March,14,12
Venezuela,2024,April,15,15
Venezuela,2024,May,12,9
Venezuela,2024,June,12,15
Venezuela,2024,July,36,28
Venezuela,2024,August,19,17
Venezuela,2024,September,15,18
Venezuela,2024,October,10,7
Venezuela,2024,November,12,10
Venezuela,2024,December,16,8
Venezuela,2025,January,19,13
Venezuela,2025,February,6,6
Venezuela,2025,March,6,8
Venezuela,2025,April,6,5
Venezuela,2025,May,13,9
Venezuela,2025,June,14,13
Venezuela,2025,July,12,10
Venezuela,2025,August,11,7
Venezuela,2025,September,4,1
Venezuela,2025,October,17,10
Venezuela,2025,November,17,10
Venezuela,2025,December,6,4
Venezuela,2026,January,13,11
Venezuela,2026,February,14,11
Venezuela,2026,March,20,9
Venezuela,2026,April,7,1
Yemen,2015,January,56,25
Yemen,2015,February,41,23
Yemen,2015,March,30,316
Yemen,2015,April,81,334
Yemen,2015,May,83,413
Yemen,2015,June,112,500
Yemen,2015,July,88,580
Yemen,2015,August,89,392
Yemen,2015,September,109,801
Yemen,2015,October,155,450
Yemen,2015,November,111,271
Yemen,2015,December,95,300
Yemen,2016,January,87,182
Yemen,2016,February,90,276
Yemen,2016,March,45,189
Yemen,2016,April,36,96
Yemen,2016,May,46,84
Yemen,2016,June,53,104
Yemen,2016,July,61,99
Yemen,2016,August,103,346
Yemen,2016,September,71,271
Yemen,2016,October,67,291
Yemen,2016,November,58,136
Yemen,2016,December,52,88
Yemen,2017,January,71,222
Yemen,2017,February,49,110
Yemen,2017,March,51,138
Yemen,2017,April,47,81
Yemen,2017,May,53,125
Yemen,2017,June,34,86
Yemen,2017,July,40,100
Yemen,2017,August,38,118
Yemen,2017,September,38,99
Yemen,2017,October,53,94
Yemen,2017,November,57,161
Yemen,2017,December,103,492
Yemen,2018,January,87,235
Yemen,2018,February,81,179
Yemen,2018,March,106,163
Yemen,2018,April,102,240
Yemen,2018,May,96,159
Yemen,2018,June,88,167
Yemen,2018,July,123,242
Yemen,2018,August,122,315
Yemen,2018,September,142,171
Yemen,2018,October,135,174
Yemen,2018,November,130,161
Yemen,2018,December,137,168
Yemen,2019,January,134,129
Yemen,2019,February,83,84
Yemen,2019,March,118,168
Yemen,2019,April,85,88
Yemen,2019,May,104,117
Yemen,2019,June,105,75
Yemen,2019,July,99,65
Yemen,2019,August,89,229
Yemen,2019,September,66,66
Yemen,2019,October,84,92
Yemen,2019,November,101,63
Yemen,2019,December,90,68
Yemen,2020,January,87,64
Yemen,2020,February,81,83
Yemen,2020,March,103,119
Yemen,2020,April,116,354
Yemen,2020,May,84,61
Yemen,2020,June,97,78
Yemen,2020,July,94,69
Yemen,2020,August,96,84
Yemen,2020,September,97,56
Yemen,2020,October,124,114
Yemen,2020,November,116,70
Yemen,2020,December,83,70
Yemen,2021,January,106,62
Yemen,2021,February,65,60
Yemen,2021,March,96,103
Yemen,2021,April,66,59
Yemen,2021,May,66,62
Yemen,2021,June,79,59
Yemen,2021,July,53,22
Yemen,2021,August,78,50
Yemen,2021,September,84,63
Yemen,2021,October,93,104
Yemen,2021,November,98,69
Yemen,2021,December,93,83
Yemen,2022,January,103,209
Yemen,2022,February,101,67
Yemen,2022,March,95,90
Yemen,2022,April,53,43
Yemen,2022,May,67,47
Yemen,2022,June,95,71
Yemen,2022,July,90,50
Yemen,2022,August,81,41
Yemen,2022,September,69,32
Yemen,2022,October,105,59
Yemen,2022,November,95,291
Yemen,2022,December,95,199
Yemen,2023,January,147,68
Yemen,2023,February,118,183
Yemen,2023,March,129,103
Yemen,2023,April,84,41
Yemen,2023,May,99,61
Yemen,2023,June,86,51
Yemen,2023,July,87,51
Yemen,2023,August,127,56
Yemen,2023,September,97,32
Yemen,2023,October,81,36
Yemen,2023,November,54,29
Yemen,2023,December,64,28
Yemen,2024,January,47,37
Yemen,2024,February,62,24
Yemen,2024,March,69,38
Yemen,2024,April,73,44
Yemen,2024,May,74,32
Yemen,2024,June,65,16
Yemen,2024,July,71,48
Yemen,2024,August,82,27
Yemen,2024,September,138,30
Yemen,2024,October,70,17
Yemen,2024,November,56,25
Yemen,2024,December,98,61
Yemen,2025,January,79,28
Yemen,2025,February,70,37
Yemen,2025,March,71,45
Yemen,2025,April,76,111
Yemen,2025,May,106,119
Yemen,2025,June,44,18
Yemen,2025,July,110,25
Yemen,2025,August,91,51
Yemen,2025,September,129,80
Yemen,2025,October,76,18
Yemen,2025,November,66,21
Yemen,2025,December,95,41
Yemen,2026,January,79,26
Yemen,2026,February,63,22
Yemen,2026,March,57,51
Yemen,2026,April,54,24
